"","Progress","Duration..in.seconds.","ResponseId","consent","condition","control_events","control_interesting","grat_list","grat_letter","grat_text","grat_hk_list","grat_sing_sub","grat_god_letter","meals_attention","attention_check","goal_check","hypothesis_check","intervention_check","intervention_check_2","intervention_check_3","ai","copy_paste","copy_paste_yes","feedback","lab"
"237",100,1074,"R_1ztKdsnstqf0BZn",1,"letter","","","","Mom,

I know you do not believe yourself to be a good mother, and that is true. You were not a good mother, you were a great one. Throughout my life, you have raised me, with faults, to become the best version of myself possible. Through financial hardships, you always found ways to get me the things I wanted, encouraged passions, and allowed me to do extracurriculars I enjoyed. You were and are my #1 supporter, no matter what. I think about you daily, and appreciate you so incredibly. I know that life is hard, but I hope that my love for you can make things feel slightly easier. I love you. Your sacrifices for me were thankless, but I wish to thank you now. They have never gone unnoticed or unappreciated.","","","","",4,5,"I think this was a study on gratitude and how different types of people (religious/not religious) view gratitude, as it is presumed that religious people tend to have a higher and more grateful outlook on life. I was thrown off by the visual line test though, and what that would conclude.","Religious vs. Not-religious outlooks on positivity and life as a whole",2,"",3,2,2,"","","USA_02c"
"238",100,949,"R_3syyjcLbi892IFh",1,"sub","","","","","","","The five things I am grateful for are cars, Midol, 5G, instant coffee, and smart locks. I'm particularly thankful for 5G because I've gotten lost too many times to count. 5G makes it possible to look up where I am and find my way back home.","",4,5,"Sympathy towards others","If we are willing to lend help if in a good mood",1,"Yes",1,2,2,"","","USA_02c"
"239",100,1112,"R_3CeZWaT8CdQ4Z35",1,"letter","","","","This letter is addressed to my life partner. They have always been understanding for the kind of person I am, and encouraged me to branch out and try new things. Being autistic with social anxiety, I am not someone who is easy to talk to. We initially bonded over intellectual pursuits and politics, as well as our sexual identities, but over time, I discovered just how necessary they are in my life. I don't like writing these kinds of things, and I hate being maudlin, so I'll just leave it here. I think gratitude and love are better expressed through action than words. ","","","","",4,5,"I have no idea","something about beliefs and how that affects different things",2,"",3,2,2,"","I'm terrible at writing, so please excuse what I wrote. Otherwise, went pretty smoothly.","USA_02c"
"240",100,1047,"R_3fUxerbJpqPEYtj",1,"list","","","I am grateful for my life in general because not everyone is here today. I’m thankful I’m not disabled or unable to live life normally. I’m thankful for my children and friends because they keep me going. I’m thankful for my ability to stay strong in trying situations. I’m thankful for the body and gifts God gave me.","","","","","",4,5,"I think you wanted to know how people view their interpersonal relationships and how they view themselves.","I think you wanted to know how we handle interpersonal relationships and communication.",2,"",3,2,2,"","","USA_02c"
"241",100,1115,"R_7mno8Ryg3ahGw8b",1,"text","","","","","Ma, thanks for making me that soup last week when I wasn't feeling well. ","","","",4,5,"How perception skews when initially making the subject thinking of a positive memory.","People react more positively to questions when already thinking positively ",2,"",2,2,2,"","","USA_02c"
"242",100,1161,"R_5cZ8wdNzlsfqmw9",1,"letter","","","","Hi, Amy! 
I just wanted to write and thank you again for the care package you sent me a few months ago. You have no idea how much it meant to me. After all of the health struggles I've had over the past year and the financial stress the medical bills have caused, this gesture was one of very few things that have brought a smile to my face recently. Considering that we don't know each other all that well, it also renewed my faith in the goodness of humanity quite a bit and for that I am also grateful. :) Thank you for spreading joy! ","","","","",4,5,"How priming participants with a particular emotion will effect their perception of other things. ","That having people focus on gratitude will have some effect on other responses. ",1,"Yes. Although it didn't cure my depression, it did lessen The Big Sad by encouraging me to look for little joys throughout each day. ",1,2,2,"","Everything was great! Thank you for letting me participate. ","USA_02c"
"243",100,1108,"R_3MV5Mq4k0gebQlj",1,"god.letter","","","","","","","","Dear God:
This is a letter that is supposed to thank you for all the ways that you have benefitted me. I am thankful that you gave me life and talents.  I am thankful that you continue to give me life and talents.  I am also wondering where you are in my life.  I don't see much of your work anymore.  ",4,5,"Don't know","Don't know",1,"No",3,2,2,"","None.  Thank you!","USA_02c"
"244",100,1114,"R_137Ff65mNsIkIq0",1,"god.letter","","","","","","","","Dear God,
Thank You for the gift of health. I am thankful for the strength and energy to pursue my passions and fulfill my responsibilities. Even in times of illness or weakness, I have felt Your comforting presence and healing touch.
Thank You for the gift of faith. Through faith, I find strength, hope, and a sense of purpose. Your presence in my life brings peace and reassurance, especially during times of doubt and fear.
Thank You for the gift of love and family. My relationships with my family and friends are among the greatest treasures in my life. Their love and support have been my anchor through both joyous and challenging times. I am deeply grateful for the people You have placed in my life, each one a testament to Your boundless love.
Last but not least, thank You for Your unwavering love and mercy. Your grace has forgiven my mistakes and lifted me up when I have fallen short. Your love is a constant reminder that I am never alone and that I am cherished beyond measure.
Sincerely,
Me

",4,5,"psycology","don't know",1,"no",3,1,1,"it was faster and the words were better","","USA_02c"
"245",100,1163,"R_7wTS44r6nnlEXHX",1,"events","Gaza, Gaza protesters, R didn't make dinner, traffic on my way to breakfast, storms","","","","","","","",4,5,"no idea","no idea",1,"Absolutely",1,2,2,"","","USA_02c"
"246",100,1025,"R_6dxTOCbjq8OhwFg",1,"int.events","","I went to work
I walked back home
Made Food
Edited Video
Sleep
","","","","","","",4,5,"How much someone would do for a complete stranger","no clue",2,"",3,2,2,"","","USA_02c"
"247",100,1209,"R_7SDN41JbBRhZ6cV",1,"list","","","I am grateful for my family. I am grateful for my health. I am grateful for my connection to God. I am grateful for the opportunity to work at home. I am grateful for my partner, Sebastian.","","","","","",4,4,"The study is about people's spiritual beliefs, how they handle money, how they feel about themselves, and their morals and values.","I have no idea.",2,"",1,2,2,"","","USA_02c"
"248",100,1204,"R_3bUdmSulZQO8gh3",1,"text","","","","","Mom, I am grateful for you every single day, but today I want to thank you for all of your help, advice and time spent just talking with me through this recent difficult time. I don't know what I would ever do without you and I hope you know just how much I love and appreciate you.","","","",4,5,"How people think about their relationships in an online context","No clue!",2,"",1,2,2,"","","USA_02c"
"249",100,1190,"R_1PaBs0mCurcDK68",1,"measure","","","","","","","","",4,5,"n/a","n/a",1,"I thin it did work!",1,2,2,"","","USA_02c"
"250",100,1107,"R_31UA22eyA1inC6J",1,"list","","","640a171803ad114c88fb0da8articipete in the kids education could represent a challenge, because maybe we need to deel with emotions or stuations in their families that could affect the learning process. I fill fully satisfy to see all my students receiving their high school diploma after being strugling with them in pro of results","","","","","",4,4,"","",2,"",2,1,2,"","","USA_02c"
"251",100,1049,"R_31wsJQSeFBn3dm1",1,"hk.list","","","","","","I am grateful for the family that I was able to spend time with this weekend and that I was able to help with the food prep. I am thankful for having a shelter I can come home to no matter how my day went. I am also appreciative of the military veterans that sacrificed their lives for the USA. ","","",4,5,"I think it was seeing how close we feel to others around us.","It was seeing if we would select the popular choice for the line length task.",2,"",1,2,2,"","n/a it was fine as is","USA_02c"
"252",100,1236,"R_5gMf6YmGFK4jrFF",1,"sub","","","","","","","I am grateful for having a house to live in, for having a laptop, for having parents, for having friends, and for not being in bad health.","",4,4,"Human perception and gratefulness","Not sure",2,"",1,2,2,"","No","USA_02c"
"253",100,1168,"R_7PusMI4sjTD5HPG",1,"sub","","","","","","","I am grateful for favor. I am grateful for fortune. I am grateful for a steady stream of income. I am grateful for safety. I am grateful for good health.","",4,5,"Gratitude and compassion","n/a",2,"",1,2,2,"","","USA_02c"
"254",100,1338,"R_1lylqeWGEYgWhw7",1,"measure","","","","","","","","",4,5,"This study had many parts that I felt were not connected, however, I think it was a study of connection in society.","Perhaps, seeing how thinking about introspective questions effect answers to questions about the societal world around us.",2,"",1,2,2,"","","USA_02c"
"255",100,1231,"R_3fk8oAGRDNCyLkz",1,"sub","","","","","","","I'm grateful for the way I have strived to save money for my future.If this were not available to me right now I probably would have offed myself or something to that nature. I have wanted it to be able to feel secure in life when I got older. Some people act jealous over it (the ones who snooped into my personal business without my consent!) but it's not the same for everyone as far as what they do to survive in this world so I can't judge either. I just think that I went about things much differently because I am so different. Without a savings plan my life would be unhappy and I'd be jealous of everyone's good fortune as a few are of me.","",4,5,"not sure, studies on how you feel as in emotions and what you beleive in ","To see how we think ?",2,"",2,2,2,"","Thanks for allowing me to do your study today","USA_02c"
"256",100,977,"R_6EFYvYli3WkDoWP",1,"text","","","","","Hello friend. I would like to thank you for being one of the few that was there for me years ago when my parents were getting divorced. As they were wrapped up in their issues, they barely if ever put me first anymore. They barely checked on me even. You took the time out of your day to come over, and spend time with me. You did this to help me get my mind off of the hell that I was feeling at that time. I am telling you now, that I truly appreciate what you did. Your kindness improved my life at the time. Thank you.","","","",4,5,"I have no idea","I do not know",2,"",3,2,2,"","","USA_02c"
"257",100,1244,"R_6Ea9YpxEK7deCUV",1,"sub","","","","","","","Seeing my 9 month old stand on his own
hearing son's sounds as daddy played with his mouth
my son slept 6.5 hours straight
my partner had the day off
I found out my son likes mashed potatoes

Since I found out my son likes mashed potatoes, I can add things in them to get him to eat more. I am thankful for this because I have been worried about getting him the proper nutrients and him gaining weight. It has taken some stress off of me ","",4,5,"not sure","not sure",1,"yes",1,2,2,"","","USA_02c"
"258",100,1220,"R_18BTlVrbd0HgVVO",1,"events","I was woken up by a tornado siren and had to lead all of my kids into the bathroom.
My daughter used half a bottle of mop solution to mop and I had to redo the entire room.
A kid dared my kid to say a bad word.
My husband ate all of the cheese for the meal I planned to make.
I have had a pounding headache all day long.","","","","","","","",4,5,"How we view ourselves and the world around us","Trying to interpret if there's a link between gratitude and contentedness and/or success ",1,"sometimes",1,2,2,"","I really enjoyed this study","USA_02c"
"259",100,1200,"R_52EH7066MrgwmKI",1,"text","","","","","Hey Cat, I wanted to thank you again for taking care of Snicker's medical bills and also for deciding to adopt him.  I can see he really loves living with you and that has taken worry and financial difficulties off of my plate. You rock!","","","",4,5,"I have no idea","I don't know.  The gratitude texting at the beginning may have been a variable, but to what end I just don't know.",2,"",3,2,2,"","I just wanted to note that I answered questions about religion and god as being moderately important in my life, and yet I don't believe in god and am a nontheist.  I do believe in the seperation of relgion and state and I belong to several organizations that seek to maintain that seperation. That is why the concepts of religion and gods are important to me.","USA_02c"
"260",100,1225,"R_1jMKvjeu7BTkTyL",1,"measure","","","","","","","","",4,5,"I don't know","I have no idea",2,"",3,2,2,"","","USA_02c"
"261",100,1216,"R_1eLaskI3MmcJJX8",1,"god.letter","","","","","","","","I don't know if a higher power has benefited me, especially the idea of ""god"". I grew up in a very restrictive southern baptist environment so I have hard time with the concept of god in my adult lfie.",4,5,"religion and lifestyle choices","",2,"",3,2,2,"","","USA_02c"
"262",100,1274,"R_1b15Z38vPhERrXm",1,"measure","","","","","","","","",4,4,"beliefs and emotions ","to investigate how people think ",2,"",1,2,2,"","","USA_02c"
"263",100,1219,"R_7TsJToFHBmUGkBA",1,"hk.list","","","","","","I am very grateful for the experiences I had on Sunday. It was a huge journey which I believe changed my outlook on several things. I saw things in a very different and unique way. My garden came alive and I became engrossed in the projects I was doing. I lost myself in the job, in a good way. I gave a great deal of love and thought into each project I completed. I don't feel like there is anymore i can do. ","","",4,5,"I'm not sure","I'm not sure",1,"Yes",1,2,2,"","","USA_02c"
"264",100,1371,"R_5xWpSrtHNFFfoAl",1,"text","","","","","Mom, I can’t thank you enough for everything you’ve done for us. You never hesitate to give us a helping hand with the boys or the animals and you do it so that I can live the life I dreamed of. I couldn’t do this without you. Thank you!","","","",4,5,"What kind of relationships different political parties have","Democrats and independents have closer friendships",1,"Somewhat",1,2,2,"","","USA_02c"
"265",100,1326,"R_7xnFea3x8y2p03L",1,"god.letter","","","","","","","","Thank you god for always watching my back even when I really did not deserve a second chance. Thank you for giving me extra days of life to use as an opportunity to be better than the day before. Thank you for the discernment you have put in me to always be connected to you and your advice even if i don't listen.",4,5,"gratitude","how much gratitude does the average person have",2,"",1,2,2,"","invite me again","USA_02c"
"266",100,1292,"R_3dz9VXwKLAbcKTW",1,"list","","","I am grateful that I have a partner who genuinely listens to my needs and communicates with me. I am also grateful that I have a supportive family. I am thankful that I have access to healthcare. I am grateful that I have a safe home that I feel loved in. I am also thankful for the friends I have. ","","","","","",4,5,"People's emotions influencing their perceptions of their own lives","People who are more positive and grateful will perceive themselves to be in a better place in life",1,"A little bit",1,2,2,"","N/A","USA_02c"
"267",100,1336,"R_6lhrrZ8bXyfwoIm",1,"list","","","I am very grateful to be able to afford to live in a house that protects me from the weather outside. I am also grateful to be working a job that pays me.","","","","","",4,5,"How religious belief status effects the perceptions of our livelihoods","Those who have beliefs do/don't have a happier life perception than those who don't",2,"",1,2,2,"","","USA_02c"
"268",100,1356,"R_1aFfQsazSnYhJqF",1,"measure","","","","","","","","",4,5,"I’m not sure","How women feel about themselves compared to men",2,"",1,2,2,"","","USA_02c"
"269",100,1188,"R_5dE2JsWheI2iBbP",1,"events","Getting a job application denied, having a friend cancel dinner plans, having my baseball team win a game, getting tickets to an upcoming concert, eating a bad piece of fruit.","","","","","","","",4,5,"Various social and emotional perceptions","People's personal perceptions on a variety of topics ",2,"",3,2,2,"","","USA_02c"
"270",100,1372,"R_1fp2QVp8ThRnnny",1,"sub","","","","","","","1. I am very grateful for my partner of 10 years. 
2. I am grateful for modern medicine and access to it. 
3. I am grateful for my partner's career that allows us to live a comfortable life.
4. I am grateful for my family and their health. 
5. I am grateful for my cats, as they are practically my babies. 

I chose my partner of 10 years. If he was not present in my life, my life would be very different and I wouldn't be living in the current state that I'm in. He's brought a lot of joy and love to my life, and It's hard to imagine not having him in it. ","",4,4,"The study of emotions and online beliefs. ","to investigate how people think in digital contexts about their social and emotional lives.",2,"",3,2,2,"","No feedback, thank you!","USA_02c"
"271",100,1381,"R_5MKibCvCcqHh9Zz",1,"letter","","","","Hey, Tim. I wanted to thank you for the support you lent me a few months ago while I was having an emotional breakdown.  I may have overreacted and magnified my problems and presented them as greater than they truly are in reality, but nonetheless I would like to give you my sincerest thanks for simply being there to console me and provide for me a caring ear when no other would deign to help me. In truth, you are the only person I have left with whom I could express my deepest feelings and vulnerabilities. I can count myself among the lucky, therefore, that the one person I trust the most is also the wisest person I've ever met, bestowed with a volubility that could charm even the most bitter and austere of us. ","","","","",4,5,"I don't know.","I don't know.",2,"",2,2,2,"","","USA_02c"
"272",100,1262,"R_3ef3lapn0YsBN5x",1,"hk.list","","","","","","1) i am grateful for great friends that i can hang out with and that understand me 2) im grateful for my partner who i'm marrying soon 3) i'm grateful for the place i live and that i am safe ","","",4,5,"im not sure","not sure",2,"",1,2,2,"","","USA_02c"
"273",100,1251,"R_56nY5VWUCKQ3cny",1,"god.letter","","","","","","","","I cannot think of an ""entity"" that has ""given"" me anything.  I have had many great things happen to me and most of the time I worked very hard to achieve those gifts.  Sometimes I do say ""Thank you God"" but I'm not sure it was really ""he"" who provided what I was thankful for.",4,5,"How we make decisions and judgments based on information given.","How we feel in the world around us?",2,"",3,2,2,"","","USA_02c"
"274",100,883,"R_669DRHN8twfhCiE",1,"text","","","","","When my mother wasn't there for me, you always were. Grandma you were like a mother to me, even when my mom didn't want anything to do with me. I will be forever indebted to you and love you.","","","",4,5,"Getting to know me","See how grateful I am",2,"",3,2,2,"","no","USA_02c"
"275",100,1293,"R_1aBGIpClH8bb0c1",1,"sub","","","","","","","I am thankful for my health, family friends, dog and my job. I am especially grateful for my family. My parents are getting older, and their health isn't great, so every moment I get with them is special. When my parents are gone my whole world will change in a negative way, and I worry about that.","",4,5,"not sure","no idea",2,"",3,2,2,"","none","USA_02c"
"276",100,1358,"R_5jwf4keUOXboMnE",1,"hk.list","","","","","","first thing is getting money from prolific to help me get through the week. second thing is im grateful to wake up everyday. third thing is im grateful to have a loving wife","","",4,5,"freindships","not sure",2,"",3,2,2,"","","USA_02c"
"277",100,1311,"R_3t4ZqXfkwBXuMkc",1,"hk.list","","","","","","I had a good moment while I was walking my dog on a nature trail. Next, I had a good moment while enjoying memorial day with family, and finally I had a good moment while watching a movie I enjoyed. I received feelings of happiness by giving my attention to others. ","","",4,5,"No idea","No idea",2,"",1,2,2,"","Thank you!","USA_02c"
"278",100,1360,"R_7Ntg87PZzWrd8H2",1,"list","","","I am happy to have my brother in my life and the emotional support of my family in helping me and my brother deal with the loss of our dad. I'm also happy knowing that a lot of the skills I use on a daily basis are a direct result of the time my dad spent with me and taught me about life. I'm also happy for the health I still have at my age. I'm grateful for movies and video games since they are a passion of mine. And finally, I'm happy that I am sober and have remained so for quite some time.","","","","","",4,5,"Social status and personal opinions","Being honest, I have no idea.",2,"",3,2,2,"","no","USA_02c"
"279",100,1451,"R_1UstJ9ABlkCBdV7",1,"letter","","","","Dear Dr Okar,

I wanted to take a bit of time out of my busy schedule today to express my gratitude for having you in my life. 

You will remember the many times we have had the chance to sit and talk, with me sharing with you how valuable the information and resources you regularly develop and share with me, has literally given me more prosperity than I could have ever imagined in such a short space of time. 

It is my honor to have met you and been befriended by you at the same time. May you experience the blessing of continued favor in both your personal as well as professional life. 

Thank you again for your priceless help.


Carpe Diem



Marlo Howard-Agency","","","","",4,5,"Emotions and the limitations of humans","Human actions X emotional state afterwards",2,"",3,2,2,"","Interested...I believe words equate to things...the part of the study I did not like was the scenario where my cousin ""died"" and left his children without a parent...perhaps something not so rash...Thank you for having me, Carpe Diem","USA_02c"
"280",100,1288,"R_6vPd7v5oUuL4MrD",1,"sub","","","","","","","I have a place to live
I have food
I am not feeling ill
I have some work to do
The weather is good","",4,5,"How we feel about people","Do not know",2,"",3,2,2,"","interesting","USA_02c"
"281",100,1433,"R_5NsSRWEqJjoVP0u",1,"god.letter","","","","","","","","I don't believe in God, but I guess you could call what I do believe in fate. It seems like, even when I've been faced with hardship and struggles in life, things have a way of resetting and returning to a comfortable level. This is not always the result of my own actions either; it feels like fate sets me up to be happy in the long run. For that I have to be thankful, so thank you whatever you may be.",4,5,"I am unsure.","I would have a difficult time saying.",2,"",3,2,2,"","","USA_02c"
"282",100,1444,"R_7qXWj3NBCgvluA9",1,"text","","","","","

It's so heartwarming to reflect on those who've made a significant impact through their kindness. One person who stands out is my high school English teacher, Ms. Johnson. She went above and beyond to support me during a particularly challenging time.","","","",4,5,"Emotions","Emotions",1,"yes",1,1,2,"To get correct answers ","Good study","USA_02c"
"283",100,1365,"R_71nD4zH3XnK87gq",1,"letter","","","","I would like to thank my parents from the bottom of my heart. As I continue to live, I realize they may be the only people I can trust and love unconditionally. I am seeing with more frequency how exploitative people can be. There are no ulterior motives with them. I appreciate how hard they have worked and sacrificed to give me the life I have. I have big shoes to fill and I strive to make them proud everyday and for eternity. ","","","","",4,5,"A self-assessment study and insight into individual's personalities and trends.","To attribute personality and self-perception to how accurate one can perform psychological assessments. ",2,"",1,2,2,"","This was a good introspective practice that I enjoyed, so no. ","USA_02c"
"284",100,1302,"R_5faavO1xhS8s3ha",1,"sub","","","","","","","Thankful for: my partner, our pets, ability to cover financial emergencies, access to local resources, and the team at an emergency vet. One of our cats had a medical emergency and we were able to quickly find a hospital for her on a holiday weekend. I can't imagine life without her -- hollow, lonely, and a deep sense of shame that I had failed her somehow.","",4,5,"Influence on other people's perceptions on our own observations.","Whether or not we are swayed by performing similarly to others.",1,"Yes!",1,2,2,"","","USA_02c"
"285",100,1292,"R_3QzIr6NH5zJjouZ",1,"hk.list","","","","","","I dog sat at my ex husbands house.  I had so been missing the dogs I had to leave behind that I was grateful for the opportunity.  I cleaned the house, baked a cake and canned a bunch of older freezer stuff.
I took my daughter to her favorite restaurant and we sat on the patio and had a great visit.
My neighbor needed a ride to the doctor and I was glad to do it.  She said she will be there for me someday, as well.  It is a good feeling to help someone.","","",4,5,"no clue","generosity?",2,"",3,2,2,"","no","USA_02c"
"286",100,1345,"R_31hH4VIMkabU0NS",1,"letter","","","","Dad, I know we haven't always seen eye to eye.  I think living with Mom, after the divorce, we grew apart and I was kind of scared and unsure of you.  I know you didn't really feel like you knew me that well, either.  As I reached adulthood, becoming a wife, a parent, a career woman, I grew to admire you for all you'de accomplished in your life.  I started to realize how much you tried to be a good father, because it ain't easy, I know.  I thank you for just a touch of your extreme intelligence you handed down.  I thank you for supporting and helping me, even when you thought I was doing the wrong thing.  I thank you most of all, for loving me and my sisters so completely.","","","","",4,4,"Psychology","no idea",1,"Sort of",1,2,2,"","None.  Thank you!","USA_02c"
"287",100,1358,"R_65Sg2mu9AOUeDrR",1,"list","","","I am thankful for the work I have been doing for the past week.  It isnt much but it is something.  I am thankful that my grandson has such an involved and loving father.  They went camping together over the weekend, just the two of them.  I am thankful for that my husband goes to work every day and allows me to stay home and work when I want.  I am thankful for good friends in my life.  One of my closest friends came to see me from out of state last week.  I am thankful that my kids, grandson and husband are healthy.","","","","","",4,5,"Gauging peoples emotions after reading or writing about something emotional.","Peoples emotions",1,"yes",1,2,2,"","","USA_02c"
"288",100,1443,"R_7ISkMbQ20UQEVNq",1,"sub","","","","","","","I am thankful that I had money for the things I needed, that my car made it home from errands with no problems, that my physician appointment went smoothly. I am thankful that I got all the household chores done without problems. I am grateful my family came over to check on me and visit. 

If I did not have my family to care about me, I would be alone and worried about my continued independance.","",4,5,"Beliefs about thankfulness, God and family ","If participant life, beliefs and family are related",2,"",3,2,2,"","no feedback to offer","USA_02c"
"289",100,1431,"R_6XbFQ3zAnM8CYqR",1,"text","","","","","Hey bro, I just wanted to thank you for everything you've done for me over the years. You were always there, especially during college when I needed support the most and i was really struggling you were there. I remember the late nights you spent helping me study and cheering me up when I was stressed. Your encouragement and advice really shaped who I am today bro, and I can't thank you enough for being a strong influence in my life. Your support  got me through it all and it didn’t go unnoticed. I’m doing really well now, even though we don't talk everyday i just wanna give a big thank you for all the lessons you gave me. You’re not just a big brother, you’re a mentor, a friend, and a real inspiration for me. Thanks for me thanks for always having my back. 






","","","",4,5,"Peoples perceptions on different things with the economy and society","Thoughts on modern day society ",2,"",1,2,2,"","","USA_02c"
"290",100,777,"R_67wycB8lc9hCqo9",1,"events","1.My parents are moving out to the country.
2. My neighbor trimmed the bushes on our property line right up against our house
3. I ordered a piano to learn an instrument.
4. The rent was increased where we live
5.I just paid off my car note","","","","","","","",4,5,"I don't know","I don't know",2,"",3,2,2,"","No","USA_02c"
"291",100,1398,"R_1ziEaUfzYMPIyz6",1,"hk.list","","","","","","I am grateful for my family.   I am thankful to have good food to eat and I am grateful for the opportunity to live on a small farm in the midwest.   From my family, on mother's day, I received acceptance. I cooked the dinner for them on Mother's Day so I gave as well (I'm the mom).   With the farm I live on, I'm grateful but I'm fighting against a solar farm going in next door that could remove nature from the animals that run across my land and introduce toxins into the soil. I am grateful but I give back by doing my part to keep things safe on my part. I am grateful by keeping my farm septic tank running and maintained so I don't pollute the aquifer below me.   I could do more by advocating for protection for our natural environment and to speak up when I see others disrespecting it.  I did report my neighbor for an illegal septic system as she was dumping sewage directly into the ground. I didn't report in spite but out of concern as she doesn't care what she puts into the ground. We got ecoli in our well so I had to speak up.   I will never, ever disrespect the earth in this manner. I will pick up my trash when camping. I will try to down my usage of plastic. I will cut the plastic rings that hold food so birds don't get caught up in them. I will care about the earth that I live on so that many more generations can see it.","","",4,5,"Empathy? That would be my best guess. There was some religion thrown in. Maybe how well we walk the walk and talk the talk? ","Being real in a plastic world.  If our actions match our intentions would be my best guess.",2,"",3,2,2,"","","USA_02c"
"292",100,1417,"R_3CDgNnD1CNvVyKg",1,"letter","","","","I am extremely grateful to my father who gave me his old car to learn to drive with. I really appreciated such an act and it meant so much to me. My job did not pay well enough, at the time, for me to get a car myself, and because I recieved the car I was able to spend the money on saving up for school.","","","","",4,5,"I have no idea","I have no idea",2,"",1,2,2,"","No.","USA_02c"
"293",100,1430,"R_3Lul3A6w9xKaDiI",1,"events","I ddidn't sleep all that well, I have an enlarged prostate and have to piss a lot, it's very hot and my AC is broken, there is a family of small lizards living under the trailer and once in a while they pop in to say hello, I broke a guitar string.","","","","","","","",4,5,"How certain types of people respond to suggestion","Some tupses of people are more prone to suggestion than others",2,"",2,2,2,"","none","USA_02c"
"294",100,1322,"R_12aUlM5nuHdMFGB",1,"measure","","","","","","","","",4,5,"examining correlations or relationships between visual perception abilities and psychological traits? ","the presence of cognitive biases in visual perception tasks?",2,"",3,2,2,"","","USA_02c"
"295",100,1408,"R_1Nh2n3Js1L2dSok",1,"god.letter","","","","","","","","I would give God all of the glory for all of the blessings he has bestowed upon me. I have been blessed with an amazing family, girlfriend and job. I have been able to achieve many goals due to all this. I am nothing without God and I thank him everyday I have allowed him into my life. A loving and forgiving God he is.",4,5,"Seeing if my religious beliefs had anything to do with my mood and perception of life","Similar to the comments above.",2,"",3,2,2,"","","USA_02c"
"296",100,1398,"R_1QQysCHFJl5khrC",1,"events","My parents divorce was one. Growing up in a house with domestic violence was another issue. Later on getting in a relationship with someone who was abusive. Graduating college later in life, something I'm proud of. Also, my last thing is protecting my peace by removing people who didn't have my best interest at heart.","","","","","","","",4,4,"thought it was about religious influence, but not so sure now","honestly, i have no idea. it went all over the place, but i guess groups trying to fit in",1,"yes",1,2,2,"","","USA_02c"
"297",100,1530,"R_5DlEN4eTjGSap4l",1,"hk.list","","","","","","Morning Sunlight: One morning, as I woke up, I noticed the warm sunlight streaming through my window. It felt like a gentle embrace, and I felt grateful for the simple pleasure of starting my day with natural light. 🌞
What did I receive? I received the gift of sunlight, which brightened my room and lifted my spirits.
What did I give? In return, I appreciated this moment and allowed myself to fully experience it.
What more could I do? Perhaps I could express my gratitude by consciously acknowledging the sun’s presence more often","","",3,4,"Online Emotions and Beliefs Study","to investigate how people think in digital contexts about their social and emotional lives",1,"yes",1,2,2,"","It was a good survey","USA_02c"
"298",100,1444,"R_3R946azsgHelN5a",1,"letter","","","","To my wonderful husband, 

Pregancy has been much more difficult than I thought it would be in many ways- and I have not enjoyed it (which you're well aware of). However, having you by my side has improved my wellbeing and made it a smother ride-even though it has still been a rollorcoaster! Thank you for helping me through it all, by making sure I still get in excersize, putting on my shoes when I can no longer reach the straps, doing the majority of the household chores, and letting me rest when I need to. You have taken a huge burden off my plate most of the time! I appreciate everything you've done for me, your self sacrafice, your kindness and your support. I love you sooo much and I am so greatful to have such a wonderful partner. I look forward to our future together and the family we are starting. Just a few more weeks! ","","","","",4,5,"I'm honestly having a hard time figuring it out, it felt all over the place. ","Emotionally availbility based off the tests, wrote a gratitude letter, tested my feelings about myself, my feelings toward a friend and both religious and political views",1,"Sometimes",1,2,2,"","A little more clarity","USA_02c"
"299",100,1471,"R_5rThnHzzAm4PjNx",1,"hk.list","","","","","","This week should've been a stressful week. Just had a lot to do, and things conflicted , so had to let some things fall through the cracks & deal with that blockback. But suprisingly i've gone through the motions calmly and things sort of have just worked out. Not sure which came first, my calm and content approach, or the first lucky occurence that put me into this slow, smooth motion just going about & handling what i could handle, and managing what i had to cancel on or push out the best i could. Which also happened to work out really well in the end. Some dinners worked better for both parties at a later date. Another team hasn't handed off their part to our team to work on yet, so won't be around til next week. Even small stuff like i went to the grocery store & it started raining while i was inside, and i parked far away so would've gotten wet. It came down quick & hard but stopped just as quickly . It's just one of those weeks that's working out. thankful for all the moment","","",4,5,"General perceptions and beliefs given different tasks, stimuli, and questions. ","seeing if there is a correlation between beliefs and how we perceive the world. visual, moral, spatial,, ect",2,"",1,2,2,"","Hopefully y'all spread the learnings from the results. Very curious haha","USA_02c"
"300",100,1351,"R_5cvEYm3wfTXVBKq",1,"letter","","","","thank you for continuing to support me this past year. Without your help I would still be in that abusive relationship, living with her and horribly depressed. Giving me a place to stay and helping me financially allowed me to not only leave her but get out of the despressive hole I was in. Your help changed my life. I cannot thank you enough, or think of a way to properly express my gratitude. ","","","","",4,5,"how people think of their lives","not sure",1,"yes, I felt more positive",1,2,2,"","","USA_02c"
"301",100,1414,"R_72rK22wjFUqJZb4",1,"god.letter","","","","","","","","I am so very thankful for your time. I appreciate the information and advice you have shared. I sincerely appreciate the assistance. Many thanks for your assistance.",4,5,"i dont know","",2,"",3,2,2,"","","USA_02c"
